employee_id,rating,year
EMP100340,3.0,2021.0
EMP100341,3.0,2021.0
EMP100342,1.0,2021.0
EMP100343,2.0,2021.0
EMP100344,3.0,2021.0
EMP100345,,2021.0
EMP100346,2.0,2021.0
EMP100347,3.0,2021.0
EMP100348,,2021.0
EMP100349,5.0,2021.0
EMP100350,5.0,2021.0
EMP100351,2.0,2021.0
EMP100352,2.0,2021.0
EMP100353,2.0,2021.0
EMP100354,,2021.0
EMP100355,4.0,2021.0
EMP100356,,2021.0
EMP100357,2.0,2021.0
EMP100358,3.0,2021.0
EMP100359,3.0,2021.0
EMP100360,,2021.0
EMP100361,3.0,2021.0
EMP100362,4.0,2021.0
EMP100363,3.0,2021.0
EMP100364,3.0,2021.0
EMP100365,,2021.0
EMP100366,3.0,2021.0
EMP100367,4.0,2021.0
EMP100368,5.0,2021.0
EMP100369,3.0,2021.0
EMP100370,4.0,2021.0
EMP100371,3.0,2021.0
EMP100372,,2021.0
EMP100373,3.0,2021.0
EMP100374,,2021.0
EMP100375,2.0,2021.0
EMP100376,4.0,2021.0
EMP100377,2.0,2021.0
EMP100378,1.0,2021.0
EMP100379,2.0,2021.0
EMP100380,2.0,2021.0
EMP100381,3.0,2021.0
EMP100382,1.0,2021.0
EMP100383,4.0,2021.0
EMP100384,4.0,2021.0
EMP100385,2.0,2021.0
EMP100386,,2021.0
EMP100387,4.0,2021.0
EMP100388,3.0,2021.0
EMP100389,3.0,2021.0
EMP100390,2.0,2021.0
EMP100391,4.0,2021.0
EMP100392,,2021.0
EMP100393,3.0,2021.0
EMP100394,2.0,2021.0
EMP100395,5.0,2021.0
EMP100396,3.0,2021.0
EMP100397,4.0,2021.0
EMP100398,2.0,2021.0
EMP100399,,2021.0
EMP100400,2.0,2021.0
EMP100401,4.0,2021.0
EMP100402,3.0,2021.0
EMP100403,3.0,2021.0
EMP100404,4.0,2021.0
EMP100405,4.0,2021.0
EMP100406,3.0,2021.0
EMP100407,4.0,2021.0
EMP100408,4.0,2021.0
EMP100409,3.0,2021.0
EMP100410,3.0,2021.0
EMP100411,2.0,2021.0
EMP100412,,2021.0
EMP100413,4.0,2021.0
EMP100414,3.0,2021.0
EMP100415,,2021.0
EMP100416,1.0,2021.0
EMP100417,,2021.0
EMP100418,5.0,2021.0
EMP100419,,2021.0
EMP100420,1.0,2021.0
EMP100421,3.0,2021.0
EMP100422,3.0,2021.0
EMP100423,3.0,2021.0
EMP100424,,2021.0
EMP100425,4.0,2021.0
EMP100426,3.0,2021.0
EMP100427,3.0,2021.0
EMP100428,2.0,2021.0
EMP100429,,2021.0
EMP100430,3.0,2021.0
EMP100431,2.0,2021.0
EMP100432,,2021.0
EMP100433,,2021.0
EMP100434,5.0,2021.0
EMP100435,3.0,2021.0
EMP100436,3.0,2021.0
EMP100437,3.0,2021.0
EMP100438,4.0,2021.0
EMP100439,4.0,2021.0
EMP100440,,2021.0
EMP100441,4.0,2021.0
EMP100442,4.0,2021.0
EMP100443,1.0,2021.0
EMP100444,3.0,2021.0
EMP100445,2.0,2021.0
EMP100446,2.0,2021.0
EMP100447,,2021.0
EMP100448,1.0,2021.0
EMP100449,4.0,2021.0
EMP100450,,2021.0
EMP100451,2.0,2021.0
EMP100452,1.0,2021.0
EMP100453,3.0,2021.0
EMP100454,,2021.0
EMP100455,3.0,2021.0
EMP100456,5.0,2021.0
EMP100457,,2021.0
EMP100458,2.0,2021.0
EMP100459,5.0,2021.0
EMP100460,3.0,2021.0
EMP100461,,2021.0
EMP100462,3.0,2021.0
EMP100463,,2021.0
EMP100464,5.0,2021.0
EMP100465,4.0,2021.0
EMP100466,3.0,2021.0
EMP100467,,2021.0
EMP100468,4.0,2021.0
EMP100469,3.0,2021.0
EMP100470,4.0,2021.0
EMP100471,1.0,2021.0
EMP100472,,2021.0
EMP100473,,2021.0
EMP100474,2.0,2021.0
EMP100475,4.0,2021.0
EMP100476,3.0,2021.0
EMP100477,2.0,2021.0
EMP100478,4.0,2021.0
EMP100479,2.0,2021.0
EMP100480,2.0,2021.0
EMP100481,2.0,2021.0
EMP100482,3.0,2021.0
EMP100483,,2021.0
EMP100484,4.0,2021.0
EMP100485,,2021.0
EMP100486,,2021.0
EMP100487,3.0,2021.0
EMP100488,3.0,2021.0
EMP100489,,2021.0
EMP100490,,2021.0
EMP100491,3.0,2021.0
EMP100492,3.0,2021.0
EMP100493,3.0,2021.0
EMP100494,3.0,2021.0
EMP100495,3.0,2021.0
EMP100496,3.0,2021.0
EMP100497,4.0,2021.0
EMP100498,4.0,2021.0
EMP100499,5.0,2021.0
EMP100500,,2021.0
EMP100501,1.0,2021.0
EMP100502,2.0,2021.0
EMP100503,1.0,2021.0
EMP100504,2.0,2021.0
EMP100505,,2021.0
EMP100506,3.0,2021.0
EMP100507,,2021.0
EMP100508,4.0,2021.0
EMP100509,3.0,2021.0
EMP100510,3.0,2021.0
EMP100511,,2021.0
EMP100512,3.0,2021.0
EMP100513,3.0,2021.0
EMP100514,2.0,2021.0
EMP100515,1.0,2021.0
EMP100516,,2021.0
EMP100517,3.0,2021.0
EMP100518,3.0,2021.0
EMP100519,3.0,2021.0
EMP100520,2.0,2021.0
EMP100521,4.0,2021.0
EMP100522,2.0,2021.0
EMP100523,2.0,2021.0
EMP100524,,2021.0
EMP100525,3.0,2021.0
EMP100526,5.0,2021.0
EMP100527,3.0,2021.0
EMP100528,,2021.0
EMP100529,3.0,2021.0
EMP100530,5.0,2021.0
EMP100531,,2021.0
EMP100532,5.0,2021.0
EMP100533,,2021.0
EMP100534,,2021.0
EMP100535,3.0,2021.0
EMP100536,2.0,2021.0
EMP100537,2.0,2021.0
EMP100538,,2021.0
EMP100539,,2021.0
EMP100540,,2021.0
EMP100541,4.0,2021.0
EMP100542,2.0,2021.0
EMP100543,4.0,2021.0
EMP100544,2.0,2021.0
EMP100545,2.0,2021.0
EMP100546,2.0,2021.0
EMP100547,4.0,2021.0
EMP100548,3.0,2021.0
EMP100549,,2021.0
EMP100550,5.0,2021.0
EMP100551,,2021.0
EMP100552,2.0,2021.0
EMP100553,4.0,2021.0
EMP100554,3.0,2021.0
EMP100555,,2021.0
EMP100556,2.0,2021.0
EMP100557,3.0,2021.0
EMP100558,2.0,2021.0
EMP100559,3.0,2021.0
EMP100560,2.0,2021.0
EMP100561,,2021.0
EMP100562,5.0,2021.0
EMP100563,,2021.0
EMP100564,3.0,2021.0
EMP100565,3.0,2021.0
EMP100566,4.0,2021.0
EMP100567,4.0,2021.0
EMP100568,3.0,2021.0
EMP100569,2.0,2021.0
EMP100570,2.0,2021.0
EMP100571,,2021.0
EMP100572,3.0,2021.0
EMP100573,,2021.0
EMP100574,3.0,2021.0
EMP100575,,2021.0
EMP100576,3.0,2021.0
EMP100577,4.0,2021.0
EMP100578,4.0,2021.0
EMP100579,3.0,2021.0
EMP100580,3.0,2021.0
EMP100581,4.0,2021.0
EMP100582,3.0,2021.0
EMP100583,1.0,2021.0
EMP100584,3.0,2021.0
EMP100585,,2021.0
EMP100586,3.0,2021.0
EMP100587,3.0,2021.0
EMP100588,3.0,2021.0
EMP100589,3.0,2021.0
EMP100590,1.0,2021.0
EMP100591,4.0,2021.0
EMP100592,4.0,2021.0
EMP100593,,2021.0
EMP100594,2.0,2021.0
EMP100595,3.0,2021.0
EMP100596,3.0,2021.0
EMP100597,4.0,2021.0
EMP100598,4.0,2021.0
EMP100599,,2021.0
EMP100600,,2021.0
EMP100601,2.0,2021.0
EMP100602,2.0,2021.0
EMP100603,4.0,2021.0
EMP100604,,2021.0
EMP100605,3.0,2021.0
EMP100606,,2021.0
EMP100607,3.0,2021.0
EMP100608,,2021.0
EMP100609,3.0,2021.0
EMP100610,3.0,2021.0
EMP100611,3.0,2021.0
EMP100612,3.0,2021.0
EMP100613,3.0,2021.0
EMP100614,3.0,2021.0
EMP100615,4.0,2021.0
EMP100616,4.0,2021.0
EMP100617,1.0,2021.0
EMP100618,,2021.0
EMP100619,4.0,2021.0
EMP100620,1.0,2021.0
EMP100621,4.0,2021.0
EMP100622,,2021.0
EMP100623,3.0,2021.0
EMP100624,99.0,2021.0
EMP100625,3.0,2021.0
EMP100626,,2021.0
EMP100627,,2021.0
EMP100628,,2021.0
EMP100629,3.0,2021.0
EMP100630,,2021.0
EMP100631,3.0,2021.0
EMP100632,,2021.0
EMP100633,1.0,2021.0
EMP100634,2.0,2021.0
EMP100635,,2021.0
EMP100636,3.0,2021.0
EMP100637,4.0,2021.0
EMP100638,,2021.0
EMP100639,2.0,2021.0
EMP100640,,2021.0
EMP100641,2.0,2021.0
EMP100642,4.0,2021.0
EMP100643,3.0,2021.0
EMP100644,5.0,2021.0
EMP100645,3.0,2021.0
EMP100646,5.0,2021.0
EMP100647,4.0,2021.0
EMP100648,,2021.0
EMP100649,,2021.0
EMP100650,,2021.0
EMP100651,3.0,2021.0
EMP100652,5.0,2021.0
EMP100653,,2021.0
EMP100654,3.0,2021.0
EMP100655,4.0,2021.0
EMP100656,4.0,2021.0
EMP100657,3.0,2021.0
EMP100658,3.0,2021.0
EMP100659,3.0,2021.0
EMP100660,5.0,2021.0
EMP100661,3.0,2021.0
EMP100662,5.0,2021.0
EMP100663,4.0,2021.0
EMP100664,,2021.0
EMP100665,4.0,2021.0
EMP100666,,2021.0
EMP100667,4.0,2021.0
EMP100668,,2021.0
EMP100669,4.0,2021.0
EMP100670,2.0,2021.0
EMP100671,2.0,2021.0
EMP100672,1.0,2021.0
EMP100673,,2021.0
EMP100674,3.0,2021.0
EMP100675,5.0,2021.0
EMP100676,1.0,2021.0
EMP100677,,2021.0
EMP100678,3.0,2021.0
EMP100679,3.0,2021.0
EMP100680,3.0,2021.0
EMP100681,4.0,2021.0
EMP100682,2.0,2021.0
EMP100683,,2021.0
EMP100684,4.0,2021.0
EMP100685,4.0,2021.0
EMP100686,3.0,2021.0
EMP100687,3.0,2021.0
EMP100688,3.0,2021.0
EMP100689,,2021.0
EMP100690,4.0,2021.0
EMP100691,4.0,2021.0
EMP100692,3.0,2021.0
EMP100693,,2021.0
EMP100694,3.0,2021.0
EMP100695,,2021.0
EMP100696,2.0,2021.0
EMP100697,4.0,2021.0
EMP100698,,2021.0
EMP100699,,2021.0
EMP100700,4.0,2021.0
EMP100701,3.0,2021.0
EMP100702,4.0,2021.0
EMP100703,3.0,2021.0
EMP100704,2.0,2021.0
EMP100705,3.0,2021.0
EMP100706,3.0,2021.0
EMP100707,2.0,2021.0
EMP100708,5.0,2021.0
EMP100709,,2021.0
EMP100710,5.0,2021.0
EMP100711,,2021.0
EMP100712,3.0,2021.0
EMP100713,6.0,2021.0
EMP100714,4.0,2021.0
EMP100715,2.0,2021.0
EMP100716,3.0,2021.0
EMP100717,4.0,2021.0
EMP100718,3.0,2021.0
EMP100719,,2021.0
EMP100720,3.0,2021.0
EMP100721,4.0,2021.0
EMP100722,4.0,2021.0
EMP100723,5.0,2021.0
EMP100724,5.0,2021.0
EMP100725,5.0,2021.0
EMP100726,3.0,2021.0
EMP100727,3.0,2021.0
EMP100728,4.0,2021.0
EMP100729,5.0,2021.0
EMP100730,3.0,2021.0
EMP100731,,2021.0
EMP100732,3.0,2021.0
EMP100733,3.0,2021.0
EMP100734,,2021.0
EMP100735,4.0,2021.0
EMP100736,,2021.0
EMP100737,,2021.0
EMP100738,3.0,2021.0
EMP100739,1.0,2021.0
EMP100740,3.0,2021.0
EMP100741,,2021.0
EMP100742,4.0,2021.0
EMP100743,,2021.0
EMP100744,4.0,2021.0
EMP100745,4.0,2021.0
EMP100746,4.0,2021.0
EMP100747,4.0,2021.0
EMP100748,3.0,2021.0
EMP100749,4.0,2021.0
EMP100750,2.0,2021.0
EMP100751,4.0,2021.0
EMP100752,2.0,2021.0
EMP100753,4.0,2021.0
EMP100754,3.0,2021.0
EMP100755,5.0,2021.0
EMP100756,4.0,2021.0
EMP100757,3.0,2021.0
EMP100758,5.0,2021.0
EMP100759,4.0,2021.0
EMP100760,3.0,2021.0
EMP100761,3.0,2021.0
EMP100762,5.0,2021.0
EMP100763,3.0,2021.0
EMP100764,,2021.0
EMP100765,1.0,2021.0
EMP100766,,2021.0
EMP100767,3.0,2021.0
EMP100768,4.0,2021.0
EMP100769,3.0,2021.0
EMP100770,3.0,2021.0
EMP100771,3.0,2021.0
EMP100772,3.0,2021.0
EMP100773,,2021.0
EMP100774,4.0,2021.0
EMP100775,3.0,2021.0
EMP100776,2.0,2021.0
EMP100777,,2021.0
EMP100778,3.0,2021.0
EMP100779,4.0,2021.0
EMP100780,,2021.0
EMP100781,,2021.0
EMP100782,3.0,2021.0
EMP100783,1.0,2021.0
EMP100784,2.0,2021.0
EMP100785,2.0,2021.0
EMP100786,3.0,2021.0
EMP100787,3.0,2021.0
EMP100788,2.0,2021.0
EMP100789,3.0,2021.0
EMP100790,3.0,2021.0
EMP100791,3.0,2021.0
EMP100792,,2021.0
EMP100793,3.0,2021.0
EMP100794,4.0,2021.0
EMP100795,4.0,2021.0
EMP100796,3.0,2021.0
EMP100797,2.0,2021.0
EMP100798,,2021.0
EMP100799,1.0,2021.0
EMP100800,,2021.0
EMP100801,,2021.0
EMP100802,4.0,2021.0
EMP100803,3.0,2021.0
EMP100804,3.0,2021.0
EMP100805,1.0,2021.0
EMP100806,,2021.0
EMP100807,3.0,2021.0
EMP100808,4.0,2021.0
EMP100809,4.0,2021.0
EMP100810,3.0,2021.0
EMP100811,5.0,2021.0
EMP100812,3.0,2021.0
EMP100813,3.0,2021.0
EMP100814,2.0,2021.0
EMP100815,4.0,2021.0
EMP100816,2.0,2021.0
EMP100817,3.0,2021.0
EMP100818,3.0,2021.0
EMP100819,3.0,2021.0
EMP100820,,2021.0
EMP100821,4.0,2021.0
EMP100822,,2021.0
EMP100823,,2021.0
EMP100824,2.0,2021.0
EMP100825,2.0,2021.0
EMP100826,3.0,2021.0
EMP100827,,2021.0
EMP100828,,2021.0
EMP100829,3.0,2021.0
EMP100830,,2021.0
EMP100831,4.0,2021.0
EMP100832,3.0,2021.0
EMP100833,,2021.0
EMP100834,,2021.0
EMP100835,4.0,2021.0
EMP100836,2.0,2021.0
EMP100837,,2021.0
EMP100838,1.0,2021.0
EMP100839,,2021.0
EMP100840,3.0,2021.0
EMP100841,3.0,2021.0
EMP100842,3.0,2021.0
EMP100843,2.0,2021.0
EMP100844,4.0,2021.0
EMP100845,5.0,2021.0
EMP100846,2.0,2021.0
EMP100847,3.0,2021.0
EMP100848,2.0,2021.0
EMP100849,2.0,2021.0
EMP100850,4.0,2021.0
EMP100851,5.0,2021.0
EMP100852,3.0,2021.0
EMP100853,3.0,2021.0
EMP100854,3.0,2021.0
EMP100855,,2021.0
EMP100856,5.0,2021.0
EMP100857,2.0,2021.0
EMP100858,3.0,2021.0
EMP100859,3.0,2021.0
EMP100860,4.0,2021.0
EMP100861,2.0,2021.0
EMP100862,2.0,2021.0
EMP100863,,2021.0
EMP100864,3.0,2021.0
EMP100865,,2021.0
EMP100866,3.0,2021.0
EMP100867,,2021.0
EMP100868,2.0,2021.0
EMP100869,1.0,2021.0
EMP100870,3.0,2021.0
EMP100871,,2021.0
EMP100872,,2021.0
EMP100873,,2021.0
EMP100874,4.0,2021.0
EMP100875,2.0,2021.0
EMP100876,3.0,2021.0
EMP100877,2.0,2021.0
EMP100878,4.0,2021.0
EMP100879,,2021.0
EMP100880,3.0,2021.0
EMP100881,,2021.0
EMP100882,,2021.0
EMP100883,3.0,2021.0
EMP100884,4.0,2021.0
EMP100885,3.0,2021.0
EMP100886,4.0,2021.0
EMP100887,4.0,2021.0
EMP100888,3.0,2021.0
EMP100889,4.0,2021.0
EMP100890,,2021.0
EMP100891,4.0,2021.0
EMP100892,,2021.0
EMP100893,4.0,2021.0
EMP100894,,2021.0
EMP100895,2.0,2021.0
EMP100896,3.0,2021.0
EMP100897,1.0,2021.0
EMP100898,4.0,2021.0
EMP100899,2.0,2021.0
EMP100900,3.0,2021.0
EMP100901,4.0,2021.0
EMP100902,3.0,2021.0
EMP100903,3.0,2021.0
EMP100904,,2021.0
EMP100905,3.0,2021.0
EMP100906,2.0,2021.0
EMP100907,4.0,2021.0
EMP100908,2.0,2021.0
EMP100909,3.0,2021.0
EMP100910,3.0,2021.0
EMP100911,,2021.0
EMP100912,4.0,2021.0
EMP100913,4.0,2021.0
EMP100914,2.0,2021.0
EMP100915,3.0,2021.0
EMP100916,3.0,2021.0
EMP100917,3.0,2021.0
EMP100918,,2021.0
EMP100919,2.0,2021.0
EMP100920,,2021.0
EMP100921,,2021.0
EMP100922,3.0,2021.0
EMP100923,,2021.0
EMP100924,2.0,2021.0
EMP100925,3.0,2021.0
EMP100926,3.0,2021.0
EMP100927,4.0,2021.0
EMP100928,4.0,2021.0
EMP100929,2.0,2021.0
EMP100930,4.0,2021.0
EMP100931,4.0,2021.0
EMP100932,5.0,2021.0
EMP100933,,2021.0
EMP100934,3.0,2021.0
EMP100935,3.0,2021.0
EMP100936,,2021.0
EMP100937,1.0,2021.0
EMP100938,2.0,2021.0
EMP100939,4.0,2021.0
EMP100940,,2021.0
EMP100941,3.0,2021.0
EMP100942,3.0,2021.0
EMP100943,4.0,2021.0
EMP100944,3.0,2021.0
EMP100945,2.0,2021.0
EMP100946,2.0,2021.0
EMP100947,3.0,2021.0
EMP100948,4.0,2021.0
EMP100949,,2021.0
EMP100950,2.0,2021.0
EMP100951,,2021.0
EMP100952,,2021.0
EMP100953,3.0,2021.0
EMP100954,,2021.0
EMP100955,2.0,2021.0
EMP100956,5.0,2021.0
EMP100957,5.0,2021.0
EMP100958,1.0,2021.0
EMP100959,4.0,2021.0
EMP100960,4.0,2021.0
EMP100961,2.0,2021.0
EMP100962,3.0,2021.0
EMP100963,4.0,2021.0
EMP100964,4.0,2021.0
EMP100965,3.0,2021.0
EMP100966,4.0,2021.0
EMP100967,3.0,2021.0
EMP100968,1.0,2021.0
EMP100969,2.0,2021.0
EMP100970,,2021.0
EMP100971,,2021.0
EMP100972,3.0,2021.0
EMP100973,3.0,2021.0
EMP100974,4.0,2021.0
EMP100975,4.0,2021.0
EMP100976,4.0,2021.0
EMP100977,3.0,2021.0
