employee_id,score,pillar_code,year
EMP100254,3.0,GDR,2021.0
EMP100255,5.0,GDR,2021.0
EMP100256,3.0,GDR,2021.0
EMP100257,3.0,GDR,2021.0
EMP100258,,GDR,2021.0
EMP100259,4.0,GDR,2021.0
EMP100260,3.0,GDR,2021.0
EMP100261,3.0,GDR,2021.0
EMP100262,2.0,GDR,2021.0
EMP100263,3.0,GDR,2021.0
EMP100264,4.0,GDR,2021.0
EMP100265,,GDR,2021.0
EMP100266,1.0,GDR,2021.0
EMP100267,4.0,GDR,2021.0
EMP100268,2.0,GDR,2021.0
EMP100269,4.0,GDR,2021.0
EMP100270,2.0,GDR,2021.0
EMP100271,5.0,GDR,2021.0
EMP100272,1.0,GDR,2021.0
EMP100273,1.0,GDR,2021.0
EMP100274,2.0,GDR,2021.0
EMP100275,1.0,GDR,2021.0
EMP100276,3.0,GDR,2021.0
EMP100277,,GDR,2021.0
EMP100278,4.0,GDR,2021.0
EMP100279,3.0,GDR,2021.0
EMP100280,2.0,GDR,2021.0
EMP100281,3.0,GDR,2021.0
EMP100282,4.0,GDR,2021.0
EMP100283,2.0,GDR,2021.0
EMP100284,4.0,GDR,2021.0
EMP100285,,GDR,2021.0
EMP100286,2.0,GDR,2021.0
EMP100287,,GDR,2021.0
EMP100288,2.0,GDR,2021.0
EMP100289,,GDR,2021.0
EMP100290,,GDR,2021.0
EMP100291,,GDR,2021.0
EMP100292,,GDR,2021.0
EMP100293,3.0,GDR,2021.0
EMP100294,3.0,GDR,2021.0
EMP100295,3.0,GDR,2021.0
EMP100296,4.0,GDR,2021.0
EMP100297,2.0,GDR,2021.0
EMP100298,5.0,GDR,2021.0
EMP100299,,GDR,2021.0
EMP100300,4.0,GDR,2021.0
EMP100301,2.0,GDR,2021.0
EMP100302,,GDR,2021.0
EMP100303,2.0,GDR,2021.0
EMP100304,4.0,GDR,2021.0
EMP100305,4.0,GDR,2021.0
EMP100306,4.0,GDR,2021.0
EMP100307,1.0,GDR,2021.0
EMP100308,4.0,GDR,2021.0
EMP100309,3.0,GDR,2021.0
EMP100310,3.0,GDR,2021.0
EMP100311,4.0,GDR,2021.0
EMP100312,,GDR,2021.0
EMP100313,4.0,GDR,2021.0
EMP100314,,GDR,2021.0
EMP100315,3.0,GDR,2021.0
EMP100316,3.0,GDR,2021.0
EMP100317,1.0,GDR,2021.0
EMP100318,3.0,GDR,2021.0
EMP100319,5.0,GDR,2021.0
EMP100320,2.0,GDR,2021.0
EMP100321,3.0,GDR,2021.0
EMP100322,5.0,GDR,2021.0
EMP100323,,GDR,2021.0
EMP100324,,GDR,2021.0
EMP100325,2.0,GDR,2021.0
EMP100326,5.0,GDR,2021.0
EMP100327,,GDR,2021.0
EMP100328,5.0,GDR,2021.0
EMP100329,3.0,GDR,2021.0
EMP100330,,GDR,2021.0
EMP100331,3.0,GDR,2021.0
EMP100332,5.0,GDR,2021.0
EMP100333,4.0,GDR,2021.0
EMP100334,4.0,GDR,2021.0
EMP100335,5.0,GDR,2021.0
EMP100336,2.0,GDR,2021.0
EMP100337,3.0,GDR,2021.0
EMP100338,4.0,GDR,2021.0
EMP100339,2.0,GDR,2021.0
EMP100340,3.0,GDR,2021.0
EMP100341,3.0,GDR,2021.0
EMP100342,2.0,GDR,2021.0
EMP100343,2.0,GDR,2021.0
EMP100344,4.0,GDR,2021.0
EMP100345,,GDR,2021.0
EMP100346,2.0,GDR,2021.0
EMP100347,3.0,GDR,2021.0
EMP100348,5.0,GDR,2021.0
EMP100349,4.0,GDR,2021.0
EMP100350,5.0,GDR,2021.0
EMP100351,2.0,GDR,2021.0
EMP100352,,GDR,2021.0
EMP100353,3.0,GDR,2021.0
EMP100354,3.0,GDR,2021.0
EMP100355,3.0,GDR,2021.0
EMP100356,,GDR,2021.0
EMP100357,3.0,GDR,2021.0
EMP100358,4.0,GDR,2021.0
EMP100359,3.0,GDR,2021.0
EMP100360,,GDR,2021.0
EMP100361,4.0,GDR,2021.0
EMP100362,,GDR,2021.0
EMP100363,3.0,GDR,2021.0
EMP100364,3.0,GDR,2021.0
EMP100365,3.0,GDR,2021.0
EMP100366,3.0,GDR,2021.0
EMP100367,4.0,GDR,2021.0
EMP100368,5.0,GDR,2021.0
EMP100369,3.0,GDR,2021.0
EMP100370,4.0,GDR,2021.0
EMP100371,3.0,GDR,2021.0
EMP100372,,GDR,2021.0
EMP100373,2.0,GDR,2021.0
EMP100374,,GDR,2021.0
EMP100375,1.0,GDR,2021.0
EMP100376,3.0,GDR,2021.0
EMP100377,1.0,GDR,2021.0
EMP100378,,GDR,2021.0
EMP100379,2.0,GDR,2021.0
EMP100380,2.0,GDR,2021.0
EMP100381,4.0,GDR,2021.0
EMP100382,0.0,GDR,2021.0
EMP100383,3.0,GDR,2021.0
EMP100384,3.0,GDR,2021.0
EMP100385,3.0,GDR,2021.0
EMP100386,2.0,GDR,2021.0
EMP100387,4.0,GDR,2021.0
EMP100388,3.0,GDR,2021.0
EMP100389,3.0,GDR,2021.0
EMP100390,1.0,GDR,2021.0
EMP100391,4.0,GDR,2021.0
EMP100392,,GDR,2021.0
EMP100393,3.0,GDR,2021.0
EMP100394,1.0,GDR,2021.0
EMP100395,5.0,GDR,2021.0
EMP100396,4.0,GDR,2021.0
EMP100397,4.0,GDR,2021.0
EMP100398,1.0,GDR,2021.0
EMP100399,3.0,GDR,2021.0
EMP100400,2.0,GDR,2021.0
EMP100401,3.0,GDR,2021.0
EMP100402,3.0,GDR,2021.0
EMP100403,3.0,GDR,2021.0
EMP100404,3.0,GDR,2021.0
EMP100405,4.0,GDR,2021.0
EMP100406,4.0,GDR,2021.0
EMP100407,3.0,GDR,2021.0
EMP100408,4.0,GDR,2021.0
EMP100409,3.0,GDR,2021.0
EMP100410,2.0,GDR,2021.0
EMP100411,2.0,GDR,2021.0
EMP100412,2.0,GDR,2021.0
EMP100413,5.0,GDR,2021.0
EMP100414,4.0,GDR,2021.0
EMP100415,3.0,GDR,2021.0
EMP100416,,GDR,2021.0
EMP100417,3.0,GDR,2021.0
EMP100418,5.0,GDR,2021.0
EMP100419,5.0,GDR,2021.0
EMP100420,,GDR,2021.0
EMP100421,3.0,GDR,2021.0
EMP100422,4.0,GDR,2021.0
EMP100423,,GDR,2021.0
EMP100424,,GDR,2021.0
EMP100425,4.0,GDR,2021.0
EMP100426,3.0,GDR,2021.0
EMP100427,3.0,GDR,2021.0
EMP100428,2.0,GDR,2021.0
EMP100429,4.0,GDR,2021.0
EMP100430,6.0,GDR,2021.0
EMP100431,2.0,GDR,2021.0
EMP100432,2.0,GDR,2021.0
EMP100433,,GDR,2021.0
EMP100434,5.0,GDR,2021.0
EMP100435,4.0,GDR,2021.0
EMP100436,4.0,GDR,2021.0
EMP100437,3.0,GDR,2021.0
EMP100438,4.0,GDR,2021.0
EMP100439,5.0,GDR,2021.0
EMP100440,,GDR,2021.0
EMP100441,4.0,GDR,2021.0
EMP100442,3.0,GDR,2021.0
EMP100443,1.0,GDR,2021.0
EMP100444,99.0,GDR,2021.0
EMP100445,2.0,GDR,2021.0
EMP100446,1.0,GDR,2021.0
EMP100447,,GDR,2021.0
EMP100448,1.0,GDR,2021.0
EMP100449,4.0,GDR,2021.0
EMP100450,,GDR,2021.0
EMP100451,1.0,GDR,2021.0
EMP100452,2.0,GDR,2021.0
EMP100453,3.0,GDR,2021.0
EMP100454,,GDR,2021.0
EMP100455,3.0,GDR,2021.0
EMP100456,5.0,GDR,2021.0
EMP100457,3.0,GDR,2021.0
EMP100458,2.0,GDR,2021.0
EMP100459,5.0,GDR,2021.0
EMP100460,2.0,GDR,2021.0
EMP100461,2.0,GDR,2021.0
EMP100462,3.0,GDR,2021.0
EMP100463,4.0,GDR,2021.0
EMP100464,5.0,GDR,2021.0
EMP100465,5.0,GDR,2021.0
EMP100466,3.0,GDR,2021.0
EMP100467,,GDR,2021.0
EMP100468,3.0,GDR,2021.0
EMP100469,2.0,GDR,2021.0
EMP100470,3.0,GDR,2021.0
EMP100471,1.0,GDR,2021.0
EMP100472,3.0,GDR,2021.0
EMP100473,,GDR,2021.0
EMP100474,2.0,GDR,2021.0
EMP100475,3.0,GDR,2021.0
EMP100476,3.0,GDR,2021.0
EMP100477,2.0,GDR,2021.0
EMP100478,5.0,GDR,2021.0
EMP100479,,GDR,2021.0
EMP100480,1.0,GDR,2021.0
EMP100481,2.0,GDR,2021.0
EMP100482,3.0,GDR,2021.0
EMP100483,,GDR,2021.0
EMP100484,4.0,GDR,2021.0
EMP100485,,GDR,2021.0
EMP100486,,GDR,2021.0
EMP100487,3.0,GDR,2021.0
EMP100488,3.0,GDR,2021.0
EMP100489,,GDR,2021.0
EMP100490,5.0,GDR,2021.0
EMP100491,2.0,GDR,2021.0
EMP100492,3.0,GDR,2021.0
EMP100493,3.0,GDR,2021.0
EMP100494,3.0,GDR,2021.0
EMP100495,3.0,GDR,2021.0
EMP100496,3.0,GDR,2021.0
EMP100497,5.0,GDR,2021.0
EMP100498,4.0,GDR,2021.0
EMP100499,5.0,GDR,2021.0
EMP100500,,GDR,2021.0
EMP100501,1.0,GDR,2021.0
EMP100502,3.0,GDR,2021.0
EMP100503,1.0,GDR,2021.0
EMP100504,2.0,GDR,2021.0
EMP100505,5.0,GDR,2021.0
EMP100506,3.0,GDR,2021.0
EMP100507,4.0,GDR,2021.0
EMP100508,4.0,GDR,2021.0
EMP100509,3.0,GDR,2021.0
EMP100510,4.0,GDR,2021.0
EMP100511,5.0,GDR,2021.0
EMP100512,3.0,GDR,2021.0
EMP100513,,GDR,2021.0
EMP100514,2.0,GDR,2021.0
EMP100515,1.0,GDR,2021.0
EMP100516,4.0,GDR,2021.0
EMP100517,4.0,GDR,2021.0
EMP100518,2.0,GDR,2021.0
EMP100519,3.0,GDR,2021.0
EMP100520,2.0,GDR,2021.0
EMP100521,5.0,GDR,2021.0
EMP100522,2.0,GDR,2021.0
EMP100523,2.0,GDR,2021.0
EMP100524,,GDR,2021.0
EMP100525,,GDR,2021.0
EMP100526,4.0,GDR,2021.0
EMP100527,3.0,GDR,2021.0
EMP100528,,GDR,2021.0
EMP100529,3.0,GDR,2021.0
EMP100530,5.0,GDR,2021.0
EMP100531,,GDR,2021.0
EMP100532,5.0,GDR,2021.0
EMP100533,,GDR,2021.0
EMP100534,,GDR,2021.0
EMP100535,3.0,GDR,2021.0
EMP100536,2.0,GDR,2021.0
EMP100537,1.0,GDR,2021.0
EMP100538,5.0,GDR,2021.0
EMP100539,,GDR,2021.0
EMP100540,5.0,GDR,2021.0
EMP100541,4.0,GDR,2021.0
EMP100542,2.0,GDR,2021.0
EMP100543,,GDR,2021.0
EMP100544,,GDR,2021.0
EMP100545,2.0,GDR,2021.0
EMP100546,1.0,GDR,2021.0
EMP100547,3.0,GDR,2021.0
EMP100548,4.0,GDR,2021.0
EMP100549,,GDR,2021.0
EMP100550,5.0,GDR,2021.0
EMP100551,4.0,GDR,2021.0
EMP100552,2.0,GDR,2021.0
EMP100553,5.0,GDR,2021.0
EMP100554,3.0,GDR,2021.0
EMP100555,,GDR,2021.0
EMP100556,1.0,GDR,2021.0
EMP100557,3.0,GDR,2021.0
EMP100558,2.0,GDR,2021.0
EMP100559,3.0,GDR,2021.0
EMP100560,2.0,GDR,2021.0
EMP100561,,GDR,2021.0
EMP100562,5.0,GDR,2021.0
EMP100563,,GDR,2021.0
EMP100564,4.0,GDR,2021.0
EMP100565,4.0,GDR,2021.0
EMP100566,4.0,GDR,2021.0
EMP100567,4.0,GDR,2021.0
EMP100568,3.0,GDR,2021.0
EMP100569,2.0,GDR,2021.0
EMP100570,2.0,GDR,2021.0
EMP100571,1.0,GDR,2021.0
EMP100572,4.0,GDR,2021.0
EMP100573,,GDR,2021.0
EMP100574,2.0,GDR,2021.0
EMP100575,,GDR,2021.0
EMP100576,3.0,GDR,2021.0
EMP100577,3.0,GDR,2021.0
EMP100578,4.0,GDR,2021.0
EMP100579,3.0,GDR,2021.0
EMP100580,4.0,GDR,2021.0
EMP100581,5.0,GDR,2021.0
EMP100582,3.0,GDR,2021.0
EMP100583,1.0,GDR,2021.0
EMP100584,3.0,GDR,2021.0
EMP100585,,GDR,2021.0
EMP100586,3.0,GDR,2021.0
EMP100587,3.0,GDR,2021.0
EMP100588,3.0,GDR,2021.0
EMP100589,3.0,GDR,2021.0
EMP100590,1.0,GDR,2021.0
EMP100591,4.0,GDR,2021.0
EMP100592,4.0,GDR,2021.0
EMP100593,,GDR,2021.0
EMP100594,3.0,GDR,2021.0
EMP100595,,GDR,2021.0
EMP100596,2.0,GDR,2021.0
EMP100597,4.0,GDR,2021.0
EMP100598,4.0,GDR,2021.0
EMP100599,,GDR,2021.0
EMP100600,,GDR,2021.0
EMP100601,2.0,GDR,2021.0
EMP100602,3.0,GDR,2021.0
EMP100603,3.0,GDR,2021.0
EMP100604,,GDR,2021.0
EMP100605,3.0,GDR,2021.0
EMP100606,3.0,GDR,2021.0
EMP100607,4.0,GDR,2021.0
EMP100608,,GDR,2021.0
EMP100609,2.0,GDR,2021.0
EMP100610,,GDR,2021.0
EMP100611,3.0,GDR,2021.0
EMP100612,2.0,GDR,2021.0
EMP100613,,GDR,2021.0
EMP100614,2.0,GDR,2021.0
EMP100615,4.0,GDR,2021.0
EMP100616,4.0,GDR,2021.0
EMP100617,1.0,GDR,2021.0
EMP100618,3.0,GDR,2021.0
EMP100619,5.0,GDR,2021.0
EMP100620,1.0,GDR,2021.0
EMP100621,4.0,GDR,2021.0
EMP100622,,GDR,2021.0
EMP100623,2.0,GDR,2021.0
EMP100624,4.0,GDR,2021.0
EMP100625,3.0,GDR,2021.0
EMP100626,,GDR,2021.0
EMP100627,,GDR,2021.0
EMP100628,,GDR,2021.0
EMP100629,4.0,GDR,2021.0
EMP100630,,GDR,2021.0
EMP100631,4.0,GDR,2021.0
EMP100632,5.0,GDR,2021.0
EMP100633,,GDR,2021.0
EMP100634,1.0,GDR,2021.0
EMP100635,,GDR,2021.0
EMP100636,3.0,GDR,2021.0
EMP100637,5.0,GDR,2021.0
EMP100638,4.0,GDR,2021.0
EMP100639,3.0,GDR,2021.0
EMP100640,,GDR,2021.0
EMP100641,2.0,GDR,2021.0
EMP100642,5.0,GDR,2021.0
EMP100643,4.0,GDR,2021.0
EMP100644,5.0,GDR,2021.0
EMP100645,3.0,GDR,2021.0
EMP100646,5.0,GDR,2021.0
EMP100647,5.0,GDR,2021.0
EMP100648,,GDR,2021.0
EMP100649,2.0,GDR,2021.0
EMP100650,,GDR,2021.0
EMP100651,2.0,GDR,2021.0
EMP100652,4.0,GDR,2021.0
EMP100653,,GDR,2021.0
EMP100654,3.0,GDR,2021.0
EMP100655,5.0,GDR,2021.0
EMP100656,3.0,GDR,2021.0
EMP100657,2.0,GDR,2021.0
EMP100658,4.0,GDR,2021.0
EMP100659,4.0,GDR,2021.0
EMP100660,5.0,GDR,2021.0
EMP100661,3.0,GDR,2021.0
EMP100662,6.0,GDR,2021.0
EMP100663,4.0,GDR,2021.0
EMP100664,,GDR,2021.0
EMP100665,4.0,GDR,2021.0
EMP100666,3.0,GDR,2021.0
EMP100667,4.0,GDR,2021.0
EMP100668,,GDR,2021.0
EMP100669,5.0,GDR,2021.0
EMP100670,2.0,GDR,2021.0
EMP100671,3.0,GDR,2021.0
EMP100672,1.0,GDR,2021.0
EMP100673,,GDR,2021.0
EMP100674,3.0,GDR,2021.0
EMP100675,4.0,GDR,2021.0
EMP100676,1.0,GDR,2021.0
EMP100677,,GDR,2021.0
EMP100678,3.0,GDR,2021.0
EMP100679,3.0,GDR,2021.0
EMP100680,3.0,GDR,2021.0
EMP100681,4.0,GDR,2021.0
EMP100682,2.0,GDR,2021.0
EMP100683,2.0,GDR,2021.0
EMP100684,4.0,GDR,2021.0
EMP100685,4.0,GDR,2021.0
EMP100686,3.0,GDR,2021.0
EMP100687,3.0,GDR,2021.0
EMP100688,3.0,GDR,2021.0
EMP100689,,GDR,2021.0
EMP100690,4.0,GDR,2021.0
EMP100691,4.0,GDR,2021.0
EMP100692,4.0,GDR,2021.0
EMP100693,1.0,GDR,2021.0
EMP100694,4.0,GDR,2021.0
EMP100695,,GDR,2021.0
EMP100696,2.0,GDR,2021.0
EMP100697,4.0,GDR,2021.0
EMP100698,,GDR,2021.0
EMP100699,,GDR,2021.0
EMP100700,5.0,GDR,2021.0
EMP100701,3.0,GDR,2021.0
EMP100702,4.0,GDR,2021.0
EMP100703,2.0,GDR,2021.0
EMP100704,2.0,GDR,2021.0
EMP100705,,GDR,2021.0
EMP100706,4.0,GDR,2021.0
EMP100707,2.0,GDR,2021.0
EMP100708,5.0,GDR,2021.0
EMP100709,4.0,GDR,2021.0
EMP100710,5.0,GDR,2021.0
EMP100711,,GDR,2021.0
EMP100712,3.0,GDR,2021.0
EMP100713,1.0,GDR,2021.0
EMP100714,5.0,GDR,2021.0
EMP100715,2.0,GDR,2021.0
EMP100716,4.0,GDR,2021.0
EMP100717,3.0,GDR,2021.0
EMP100718,3.0,GDR,2021.0
EMP100719,,GDR,2021.0
EMP100720,3.0,GDR,2021.0
EMP100721,4.0,GDR,2021.0
EMP100722,4.0,GDR,2021.0
EMP100723,5.0,GDR,2021.0
EMP100724,5.0,GDR,2021.0
EMP100725,5.0,GDR,2021.0
EMP100726,,GDR,2021.0
EMP100727,3.0,GDR,2021.0
EMP100728,3.0,GDR,2021.0
EMP100729,,GDR,2021.0
EMP100730,2.0,GDR,2021.0
EMP100731,,GDR,2021.0
EMP100732,4.0,GDR,2021.0
EMP100733,3.0,GDR,2021.0
EMP100734,,GDR,2021.0
EMP100735,4.0,GDR,2021.0
EMP100736,,GDR,2021.0
EMP100737,,GDR,2021.0
EMP100738,4.0,GDR,2021.0
EMP100739,1.0,GDR,2021.0
EMP100740,3.0,GDR,2021.0
EMP100741,5.0,GDR,2021.0
EMP100742,5.0,GDR,2021.0
EMP100743,,GDR,2021.0
EMP100744,5.0,GDR,2021.0
EMP100745,,GDR,2021.0
EMP100746,5.0,GDR,2021.0
EMP100747,4.0,GDR,2021.0
EMP100748,2.0,GDR,2021.0
EMP100749,4.0,GDR,2021.0
EMP100750,1.0,GDR,2021.0
EMP100751,5.0,GDR,2021.0
EMP100752,2.0,GDR,2021.0
EMP100753,4.0,GDR,2021.0
EMP100754,3.0,GDR,2021.0
EMP100755,4.0,GDR,2021.0
EMP100756,,GDR,2021.0
EMP100757,4.0,GDR,2021.0
EMP100758,5.0,GDR,2021.0
EMP100759,3.0,GDR,2021.0
EMP100760,3.0,GDR,2021.0
